GNISIDNAME,COUNT,AREA,PercentArea_Value,MIN_cellsml,MAX_cellsml,RANGE_cellsml,MEAN_cellsml,STD_cellsml,Day,Year,Date,wi_DWSA
Hart Lake_01121637,125,11250000,,6310,387258,380948,29651,66429,179,2020,6/27/2020,#N/A
Lake Abert_01116755,1434,129060000,,6310,1106624,1100315,29246,99035,179,2020,6/27/2020,#N/A
Drews Reservoir_01141243,149,13410000,,6310,155597,149287,18108,29671,179,2020,6/27/2020,#N/A
Crump Lake_01119601,340,30600000,,6310,124738,118429,8300,11272,179,2020,6/27/2020,#N/A
Crater Lake_01163669,434,39060000,,6310,6310,0,6310,0,179,2020,6/27/2020,#N/A
Crescent Lake_01158186,10,900000,,6310,6310,0,6310,0,179,2020,6/27/2020,#N/A
Detroit Lake_01639301,8,720000,,6310,6310,0,6310,0,179,2020,6/27/2020,Yes
Lake of the Woods_01161601,30,2700000,,6310,6310,0,6310,0,179,2020,6/27/2020,#N/A
Lost Creek Lake_01158890,49,4410000,,6310,6310,0,6310,0,179,2020,6/27/2020,Yes
Odell Lake_01147159,73,6570000,,6310,6310,0,6310,0,179,2020,6/27/2020,#N/A
Summit Lake_01150624,15,1350000,,6310,6310,0,6310,0,179,2020,6/27/2020,#N/A
Warm Springs Reservoir_01128656,139,12510000,,6310,6310,0,6310,0,179,2020,6/27/2020,#N/A
Wickiup Reservoir_01161711,4,360000,,6310,6310,0,6310,0,179,2020,6/27/2020,#N/A
Alkali Lake_01116863,29,2610000,,496592,5495412,4998820,2840089,1317246,178,2020,6/26/2020,#N/A
Upper Klamath Lake_01151685,2579,232110000,,6310,5495412,5489102,1347398,847252,178,2020,6/26/2020,#N/A
Lake Billy Chinook_01138120,133,11970000,,6310,2269866,2263556,1343875,509581,178,2020,6/26/2020,#N/A
Timothy Lake_01151253,56,5040000,,862979,1674944,811965,1224520,226594,178,2020,6/26/2020,Yes
Summer Lake_01150595,779,70110000,,6310,2269866,2263556,1122069,483262,178,2020,6/26/2020,#N/A
Gerber Reservoir_01121105,126,11340000,,159956,2269866,2109910,840457,523456,178,2020,6/26/2020,#N/A
Howard Prairie Lake_01158895,51,4590000,,6310,2089297,2082987,756759,662877,178,2020,6/26/2020,#N/A
Goose Lake_00224325,1187,106830000,,6310,5649374,5643064,696077,738993,178,2020,6/26/2020,#N/A
Crane Prairie Reservoir_01140386,179,16110000,,6310,3435582,3429272,448139,630676,178,2020,6/26/2020,#N/A
Cold Springs Reservoir_01119125,28,2520000,,105682,602560,496878,233718,117762,178,2020,6/26/2020,Yes
Sturgeon Lake_01127681,97,8730000,,6310,1202265,1195955,122716,311184,178,2020,6/26/2020,Yes
Davis Lake_01140666,121,10890000,,6310,2333460,2327150,92123,328867,178,2020,6/26/2020,#N/A
Lake Abert_01116755,1524,137160000,,6310,1270574,1264265,56503,171847,178,2020,6/26/2020,#N/A
Wickiup Reservoir_01161711,158,14220000,,6310,469894,463585,46415,88112,178,2020,6/26/2020,#N/A
Drews Reservoir_01141243,115,10350000,,6310,270396,264086,28971,56019,178,2020,6/26/2020,#N/A
Fern Ridge Lake_01120678,260,23400000,,6310,210863,204553,8191,14602,178,2020,6/26/2020,Yes
Cottage Grove Lake_01158179,17,1530000,,6310,6310,0,6310,0,178,2020,6/26/2020,Yes
Crater Lake_01163669,571,51390000,,6310,6310,0,6310,0,178,2020,6/26/2020,#N/A
Crescent Lake_01158186,156,14040000,,6310,6310,0,6310,0,178,2020,6/26/2020,#N/A
Detroit Lake_01639301,61,5490000,,6310,6310,0,6310,0,178,2020,6/26/2020,Yes
Diamond Lake_01140999,119,10710000,,6310,6310,0,6310,0,178,2020,6/26/2020,Yes
Dorena Lake_01120032,44,3960000,,6310,6310,0,6310,0,178,2020,6/26/2020,Yes
East Lake_01141624,39,3510000,,6310,6310,0,6310,0,178,2020,6/26/2020,#N/A
Foster Lake_01158892,29,2610000,,6310,6310,0,6310,0,178,2020,6/26/2020,Yes
Green Peter Lake_01158878,64,5760000,,6310,6310,0,6310,0,178,2020,6/26/2020,Yes
Henry Hagg Lake_01158095,32,2880000,,6310,6310,0,6310,0,178,2020,6/26/2020,Yes
Hills Creek Lake_01158881,62,5580000,,6310,6310,0,6310,0,178,2020,6/26/2020,Yes
Lake of the Woods_01161601,45,4050000,,6310,6310,0,6310,0,178,2020,6/26/2020,#N/A
Lost Creek Lake_01158890,98,8820000,,6310,6310,0,6310,0,178,2020,6/26/2020,Yes
Odell Lake_01147159,136,12240000,,6310,6310,0,6310,0,178,2020,6/26/2020,#N/A
Paulina Lake_01147502,51,4590000,,6310,6310,0,6310,0,178,2020,6/26/2020,#N/A
Renner Lake_00267175,13,1170000,,6310,6310,0,6310,0,178,2020,6/26/2020,#N/A
Siltcoos Lake_01158483,93,8370000,,6310,6310,0,6310,0,178,2020,6/26/2020,Yes
Summit Lake_01150624,17,1530000,,6310,6310,0,6310,0,178,2020,6/26/2020,#N/A
Waldo Lake_01151818,221,19890000,,6310,6310,0,6310,0,178,2020,6/26/2020,Yes
Beulah Reservoir_01117569,65,5850000,,6310,1018592,1012282,260450,295070,176,2020,6/24/2020,#N/A
Warm Springs Reservoir_01128656,122,10980000,,6310,6310,0,6310,0,176,2020,6/24/2020,#N/A
Timothy Lake_01151253,56,5040000,,1202265,3630782,2428517,2449990,489427,175,2020,6/23/2020,Yes
Alkali Lake_01116863,29,2610000,,6310,3435582,3429272,2163064,984458,175,2020,6/23/2020,#N/A
Howard Prairie Lake_01158895,54,4860000,,6310,3341952,3335642,1698080,795959,175,2020,6/23/2020,#N/A
Lake Billy Chinook_01138120,130,11700000,,619442,2032359,1412917,1353054,303030,175,2020,6/23/2020,#N/A
Upper Klamath Lake_01151685,2589,233010000,,6310,4920397,4914087,1337699,883383,175,2020,6/23/2020,#N/A
Gerber Reservoir_01121105,124,11160000,,319154,2606154,2287000,1206941,462432,175,2020,6/23/2020,#N/A
Summer Lake_01150595,808,72720000,,6310,2606154,2599845,1078816,575823,175,2020,6/23/2020,#N/A
Crane Prairie Reservoir_01140386,175,15750000,,6310,5495412,5489102,973631,1055588,175,2020,6/23/2020,#N/A
Beulah Reservoir_01117569,66,5940000,,6310,2535130,2528821,836824,630739,175,2020,6/23/2020,#N/A
Goose Lake_00224325,3171,285390000,,6310,3531833,3525523,481372,406630,175,2020,6/23/2020,#N/A
Davis Lake_01140666,115,10350000,,6310,1976971,1970661,348329,522452,175,2020,6/23/2020,#N/A
Cold Springs Reservoir_01119125,12,1080000,,277971,387258,109286,334695,36750,175,2020,6/23/2020,Yes
Malheur Lake_01123710,977,87930000,,6310,772681,766371,162070,115074,175,2020,6/23/2020,#N/A
Wickiup Reservoir_01161711,85,7650000,,6310,539511,533201,128438,149781,175,2020,6/23/2020,#N/A
Lake Abert_01116755,1481,133290000,,6310,1018592,1012282,52010,154839,175,2020,6/23/2020,#N/A
Sturgeon Lake_01127681,77,6930000,,6310,1419058,1412749,49083,187046,175,2020,6/23/2020,Yes
Swamp Lake_01127802,36,3240000,,6310,242103,235794,27753,48904,175,2020,6/23/2020,#N/A
Drews Reservoir_01141243,149,13410000,,6310,263027,256717,25990,44921,175,2020,6/23/2020,#N/A
Hart Lake_01121637,301,27090000,,6310,387258,380948,13837,32337,175,2020,6/23/2020,#N/A
Crump Lake_01119601,358,32220000,,6310,169044,162735,8026,12835,175,2020,6/23/2020,#N/A
Fern Ridge Lake_01120678,209,18810000,,6310,87096,80787,7364,7545,175,2020,6/23/2020,Yes
Crater Lake_01163669,534,48060000,,6310,6310,0,6310,0,175,2020,6/23/2020,#N/A
Crescent Lake_01158186,120,10800000,,6310,6310,0,6310,0,175,2020,6/23/2020,#N/A
Diamond Lake_01140999,114,10260000,,6310,6310,0,6310,0,175,2020,6/23/2020,Yes
East Lake_01141624,15,1350000,,6310,6310,0,6310,0,175,2020,6/23/2020,#N/A
Foster Lake_01158892,12,1080000,,6310,6310,0,6310,0,175,2020,6/23/2020,Yes
Green Peter Lake_01158878,34,3060000,,6310,6310,0,6310,0,175,2020,6/23/2020,Yes
Henry Hagg Lake_01158095,2,180000,,6310,6310,0,6310,0,175,2020,6/23/2020,Yes
Lake of the Woods_01161601,10,900000,,6310,6310,0,6310,0,175,2020,6/23/2020,#N/A
Lost Creek Lake_01158890,86,7740000,,6310,6310,0,6310,0,175,2020,6/23/2020,Yes
Odell Lake_01147159,3,270000,,6310,6310,0,6310,0,175,2020,6/23/2020,#N/A
Paulina Lake_01147502,10,900000,,6310,6310,0,6310,0,175,2020,6/23/2020,#N/A
Renner Lake_00267175,20,1800000,,6310,6310,0,6310,0,175,2020,6/23/2020,#N/A
Siltcoos Lake_01158483,54,4860000,,6310,6310,0,6310,0,175,2020,6/23/2020,Yes
Summit Lake_01150624,13,1170000,,6310,6310,0,6310,0,175,2020,6/23/2020,#N/A
Waldo Lake_01151818,77,6930000,,6310,6310,0,6310,0,175,2020,6/23/2020,Yes
Warm Springs Reservoir_01128656,144,12960000,,6310,6310,0,6310,0,175,2020,6/23/2020,#N/A
Alkali Lake_01116863,27,2430000,,89537,3250875,3161339,2228226,696290,174,2020,6/22/2020,#N/A
Timothy Lake_01151253,58,5220000,,1018592,4168695,3150103,1837863,627828,174,2020,6/22/2020,Yes
Howard Prairie Lake_01158895,46,4140000,,6310,3435582,3429272,1589306,895797,174,2020,6/22/2020,#N/A
Upper Klamath Lake_01151685,2432,218880000,,6310,4786305,4779995,1054114,590209,174,2020,6/22/2020,#N/A
Summer Lake_01150595,810,72900000,,6310,2754231,2747921,989238,588346,174,2020,6/22/2020,#N/A
Lake Billy Chinook_01138120,131,11790000,,285759,1541701,1255942,947202,295032,174,2020,6/22/2020,#N/A
Crane Prairie Reservoir_01140386,177,15930000,,6310,3162279,3155970,871957,789463,174,2020,6/22/2020,#N/A
Gerber Reservoir_01121105,129,11610000,,6310,1499685,1493376,679979,352187,174,2020,6/22/2020,#N/A
Davis Lake_01140666,124,11160000,,6310,2333460,2327150,348033,628632,174,2020,6/22/2020,#N/A
Wickiup Reservoir_01161711,173,15570000,,6310,619442,613132,71752,131219,174,2020,6/22/2020,#N/A
Sturgeon Lake_01127681,89,8010000,,6310,570164,563855,51136,124217,174,2020,6/22/2020,Yes
Fern Ridge Lake_01120678,261,23490000,,6310,159956,153646,7675,11945,174,2020,6/22/2020,Yes
Crater Lake_01163669,551,49590000,,6310,102802,96492,6557,4440,174,2020,6/22/2020,#N/A
Aspen Lake_01161255,7,630000,,6310,6310,0,6310,0,174,2020,6/22/2020,#N/A
Cottage Grove Lake_01158179,23,2070000,,6310,6310,0,6310,0,174,2020,6/22/2020,Yes
Crescent Lake_01158186,149,13410000,,6310,6310,0,6310,0,174,2020,6/22/2020,#N/A
Detroit Lake_01639301,63,5670000,,6310,6310,0,6310,0,174,2020,6/22/2020,Yes
Diamond Lake_01140999,117,10530000,,6310,6310,0,6310,0,174,2020,6/22/2020,Yes
Dorena Lake_01120032,44,3960000,,6310,6310,0,6310,0,174,2020,6/22/2020,Yes
East Lake_01141624,36,3240000,,6310,6310,0,6310,0,174,2020,6/22/2020,#N/A
Foster Lake_01158892,28,2520000,,6310,6310,0,6310,0,174,2020,6/22/2020,Yes
Green Peter Lake_01158878,81,7290000,,6310,6310,0,6310,0,174,2020,6/22/2020,Yes
Henry Hagg Lake_01158095,28,2520000,,6310,6310,0,6310,0,174,2020,6/22/2020,Yes
Hills Creek Lake_01158881,63,5670000,,6310,6310,0,6310,0,174,2020,6/22/2020,Yes
Lake of the Woods_01161601,45,4050000,,6310,6310,0,6310,0,174,2020,6/22/2020,#N/A
Lost Creek Lake_01158890,90,8100000,,6310,6310,0,6310,0,174,2020,6/22/2020,Yes
Odell Lake_01147159,137,12330000,,6310,6310,0,6310,0,174,2020,6/22/2020,#N/A
Paulina Lake_01147502,51,4590000,,6310,6310,0,6310,0,174,2020,6/22/2020,#N/A
Siltcoos Lake_01158483,93,8370000,,6310,6310,0,6310,0,174,2020,6/22/2020,Yes
Summit Lake_01150624,22,1980000,,6310,6310,0,6310,0,174,2020,6/22/2020,#N/A
Waldo Lake_01151818,239,21510000,,6310,6310,0,6310,0,174,2020,6/22/2020,Yes
Timothy Lake_01151253,56,5040000,,937562,4055088,3117526,2328471,866801,171,2020,6/19/2020,Yes
Upper Klamath Lake_01151685,2595,233550000,,6310,6486349,6480039,1179686,841062,171,2020,6/19/2020,#N/A
Crane Prairie Reservoir_01140386,175,15750000,,6310,3944575,3938265,915733,826913,171,2020,6/19/2020,#N/A
Alkali Lake_01116863,29,2610000,,6310,2535130,2528821,885935,915286,171,2020,6/19/2020,#N/A
Howard Prairie Lake_01158895,49,4410000,,6310,2269866,2263556,751631,732664,171,2020,6/19/2020,#N/A
Lake Billy Chinook_01138120,123,11070000,,6310,1018592,1012282,733858,154584,171,2020,6/19/2020,#N/A
Summer Lake_01150595,904,81360000,,6310,2679170,2672860,617887,642829,171,2020,6/19/2020,#N/A
Goose Lake_00224325,3067,276030000,,6310,1674944,1668634,558117,215781,171,2020,6/19/2020,#N/A
Beulah Reservoir_01117569,65,5850000,,6310,1499685,1493376,405468,508011,171,2020,6/19/2020,#N/A
Gerber Reservoir_01121105,127,11430000,,6310,1342766,1336456,365847,370700,171,2020,6/19/2020,#N/A
Malheur Lake_01123710,980,88200000,,6310,619442,613132,245139,115441,171,2020,6/19/2020,#N/A
Sturgeon Lake_01127681,7,630000,,6310,346737,340427,147350,159558,171,2020,6/19/2020,Yes
Warm Springs Reservoir_01128656,144,12960000,,6310,672977,666668,92088,166390,171,2020,6/19/2020,#N/A
Wickiup Reservoir_01161711,151,13590000,,6310,510505,504196,75914,117545,171,2020,6/19/2020,#N/A
Summit Lake_01150624,7,630000,,6310,457089,450779,70707,157740,171,2020,6/19/2020,#N/A
Davis Lake_01140666,114,10260000,,6310,2147832,2141522,62181,280979,171,2020,6/19/2020,#N/A
Lake Abert_01116755,1414,127260000,,6310,1169500,1163191,53952,160949,171,2020,6/19/2020,#N/A
Fern Ridge Lake_01120678,254,22860000,,6310,346737,340427,50799,69874,171,2020,6/19/2020,Yes
Swamp Lake_01127802,38,3420000,,6310,457089,450779,47830,79485,171,2020,6/19/2020,#N/A
Renner Lake_00267175,20,1800000,,6310,293765,287455,38653,74333,171,2020,6/19/2020,#N/A
Drews Reservoir_01141243,149,13410000,,6310,328096,321786,33378,54040,171,2020,6/19/2020,#N/A
Hart Lake_01121637,304,27360000,,6310,337288,330978,26209,57776,171,2020,6/19/2020,#N/A
Crump Lake_01119601,360,32400000,,6310,310456,304146,8675,19827,171,2020,6/19/2020,#N/A
Aspen Lake_01161255,9,810000,,6310,6310,0,6310,0,171,2020,6/19/2020,#N/A
Crater Lake_01163669,562,50580000,,6310,6310,0,6310,0,171,2020,6/19/2020,#N/A
Crescent Lake_01158186,139,12510000,,6310,6310,0,6310,0,171,2020,6/19/2020,#N/A
Detroit Lake_01639301,12,1080000,,6310,6310,0,6310,0,171,2020,6/19/2020,Yes
Diamond Lake_01140999,99,8910000,,6310,6310,0,6310,0,171,2020,6/19/2020,Yes
Dorena Lake_01120032,26,2340000,,6310,6310,0,6310,0,171,2020,6/19/2020,Yes
East Lake_01141624,39,3510000,,6310,6310,0,6310,0,171,2020,6/19/2020,#N/A
Green Peter Lake_01158878,33,2970000,,6310,6310,0,6310,0,171,2020,6/19/2020,Yes
Hills Creek Lake_01158881,14,1260000,,6310,6310,0,6310,0,171,2020,6/19/2020,Yes
Lake of the Woods_01161601,19,1710000,,6310,6310,0,6310,0,171,2020,6/19/2020,#N/A
Lost Creek Lake_01158890,33,2970000,,6310,6310,0,6310,0,171,2020,6/19/2020,Yes
Odell Lake_01147159,122,10980000,,6310,6310,0,6310,0,171,2020,6/19/2020,#N/A
Paulina Lake_01147502,46,4140000,,6310,6310,0,6310,0,171,2020,6/19/2020,#N/A
Waldo Lake_01151818,194,17460000,,6310,6310,0,6310,0,171,2020,6/19/2020,Yes
Timothy Lake_01151253,54,4860000,,554626,3837074,3282448,1028177,521574,170,2020,6/18/2020,Yes
Upper Klamath Lake_01151685,2444,219960000,,6310,3076098,3069788,727650,471576,170,2020,6/18/2020,#N/A
Howard Prairie Lake_01158895,48,4320000,,6310,2032359,2026049,678893,597654,170,2020,6/18/2020,#N/A
Crane Prairie Reservoir_01140386,169,15210000,,6310,2269866,2263556,559285,461080,170,2020,6/18/2020,#N/A
Lake Billy Chinook_01138120,120,10800000,,6310,887156,880847,469197,163130,170,2020,6/18/2020,#N/A
Davis Lake_01140666,117,10530000,,6310,1870684,1864374,274597,456897,170,2020,6/18/2020,#N/A
Wickiup Reservoir_01161711,169,15210000,,6310,839460,833151,74317,150951,170,2020,6/18/2020,#N/A
Fern Ridge Lake_01120678,260,23400000,,6310,346737,340427,12879,33856,170,2020,6/18/2020,Yes
Aspen Lake_01161255,6,540000,,6310,6310,0,6310,0,170,2020,6/18/2020,#N/A
Cottage Grove Lake_01158179,25,2250000,,6310,6310,0,6310,0,170,2020,6/18/2020,Yes
Crater Lake_01163669,561,50490000,,6310,6310,0,6310,0,170,2020,6/18/2020,#N/A
Crescent Lake_01158186,138,12420000,,6310,6310,0,6310,0,170,2020,6/18/2020,#N/A
Detroit Lake_01639301,51,4590000,,6310,6310,0,6310,0,170,2020,6/18/2020,Yes
Diamond Lake_01140999,113,10170000,,6310,6310,0,6310,0,170,2020,6/18/2020,Yes
Dorena Lake_01120032,44,3960000,,6310,6310,0,6310,0,170,2020,6/18/2020,Yes
East Lake_01141624,7,630000,,6310,6310,0,6310,0,170,2020,6/18/2020,#N/A
Foster Lake_01158892,13,1170000,,6310,6310,0,6310,0,170,2020,6/18/2020,Yes
Green Peter Lake_01158878,66,5940000,,6310,6310,0,6310,0,170,2020,6/18/2020,Yes
Henry Hagg Lake_01158095,29,2610000,,6310,6310,0,6310,0,170,2020,6/18/2020,Yes
Hills Creek Lake_01158881,65,5850000,,6310,6310,0,6310,0,170,2020,6/18/2020,Yes
Lake of the Woods_01161601,37,3330000,,6310,6310,0,6310,0,170,2020,6/18/2020,#N/A
Lost Creek Lake_01158890,97,8730000,,6310,6310,0,6310,0,170,2020,6/18/2020,Yes
Odell Lake_01147159,124,11160000,,6310,6310,0,6310,0,170,2020,6/18/2020,#N/A
Paulina Lake_01147502,49,4410000,,6310,6310,0,6310,0,170,2020,6/18/2020,#N/A
Siltcoos Lake_01158483,97,8730000,,6310,6310,0,6310,0,170,2020,6/18/2020,Yes
Sturgeon Lake_01127681,9,810000,,6310,6310,0,6310,0,170,2020,6/18/2020,Yes
Summit Lake_01150624,15,1350000,,6310,6310,0,6310,0,170,2020,6/18/2020,#N/A
Waldo Lake_01151818,188,16920000,,6310,6310,0,6310,0,170,2020,6/18/2020,Yes
Goose Lake_00224325,946,85140000,,6310,2333460,2327150,448504,254603,168,2020,6/16/2020,#N/A
Lake Abert_01116755,153,13770000,,6310,1342766,1336456,171972,312001,168,2020,6/16/2020,#N/A
Drews Reservoir_01141243,8,720000,,6310,118032,111723,39414,39051,168,2020,6/16/2020,#N/A
Crump Lake_01119601,268,24120000,,6310,398108,391798,15970,44326,168,2020,6/16/2020,#N/A
Cold Springs Reservoir_01119125,6,540000,,6310,6310,0,6310,0,168,2020,6/16/2020,Yes
Malheur Lake_01123710,9,810000,,6310,6310,0,6310,0,168,2020,6/16/2020,#N/A
Lake Billy Chinook_01138120,8,720000,,6310,409261,402951,259408,156246,167,2020,6/15/2020,#N/A
Wickiup Reservoir_01161711,29,2610000,,6310,963829,957520,188471,302357,167,2020,6/15/2020,#N/A
Crump Lake_01119601,22,1980000,,6310,6310,0,6310,0,167,2020,6/15/2020,#N/A
Fern Ridge Lake_01120678,142,12780000,,6310,731140,724830,113978,163908,166,2020,6/14/2020,Yes
Sturgeon Lake_01127681,29,2610000,,6310,469894,463585,22295,84588,166,2020,6/14/2020,Yes
Cottage Grove Lake_01158179,8,720000,,6310,6310,0,6310,0,166,2020,6/14/2020,Yes
Detroit Lake_01639301,17,1530000,,6310,6310,0,6310,0,166,2020,6/14/2020,Yes
Dorena Lake_01120032,4,360000,,6310,6310,0,6310,0,166,2020,6/14/2020,Yes
Foster Lake_01158892,6,540000,,6310,6310,0,6310,0,166,2020,6/14/2020,Yes
Hills Creek Lake_01158881,6,540000,,6310,6310,0,6310,0,166,2020,6/14/2020,Yes
Lost Creek Lake_01158890,80,7200000,,6310,6310,0,6310,0,166,2020,6/14/2020,Yes
Howard Prairie Lake_01158895,19,1710000,,6310,1169500,1163191,618652,412597,163,2020,6/11/2020,#N/A
Summer Lake_01150595,746,67140000,,6310,1870684,1864374,548827,423685,163,2020,6/11/2020,#N/A
Warm Springs Reservoir_01128656,11,990000,,6310,751623,745314,482410,254537,163,2020,6/11/2020,#N/A
Goose Lake_00224325,494,44460000,,6310,1458815,1452506,458913,289560,163,2020,6/11/2020,#N/A
Malheur Lake_01123710,731,65790000,,6310,691831,685522,263034,143075,163,2020,6/11/2020,#N/A
Upper Klamath Lake_01151685,2009,180810000,,6310,1819702,1813392,191440,260322,163,2020,6/11/2020,#N/A
Wickiup Reservoir_01161711,6,540000,,6310,235505,229195,80598,105123,163,2020,6/11/2020,#N/A
Lake Abert_01116755,1340,120600000,,6310,1076466,1070156,55049,150546,163,2020,6/11/2020,#N/A
Davis Lake_01140666,70,6300000,,6310,912011,905702,49799,149423,163,2020,6/11/2020,#N/A
Gerber Reservoir_01121105,8,720000,,6310,155597,149287,43631,64643,163,2020,6/11/2020,#N/A
Swamp Lake_01127802,35,3150000,,6310,255859,249549,42826,64842,163,2020,6/11/2020,#N/A
Renner Lake_00267175,20,1800000,,6310,159956,153646,29979,42734,163,2020,6/11/2020,#N/A
Hart Lake_01121637,280,25200000,,6310,229087,222777,19068,36569,163,2020,6/11/2020,#N/A
Drews Reservoir_01141243,149,13410000,,6310,131826,125516,11230,16474,163,2020,6/11/2020,#N/A
Crump Lake_01119601,358,32220000,,6310,366438,360128,11181,25605,163,2020,6/11/2020,#N/A
Alkali Lake_01116863,29,2610000,,6310,6310,0,6310,0,163,2020,6/11/2020,#N/A
Aspen Lake_01161255,5,450000,,6310,6310,0,6310,0,163,2020,6/11/2020,#N/A
Beulah Reservoir_01117569,8,720000,,6310,6310,0,6310,0,163,2020,6/11/2020,#N/A
Crater Lake_01163669,109,9810000,,6310,6310,0,6310,0,163,2020,6/11/2020,#N/A
Detroit Lake_01639301,4,360000,,6310,6310,0,6310,0,163,2020,6/11/2020,Yes
East Lake_01141624,17,1530000,,6310,6310,0,6310,0,163,2020,6/11/2020,#N/A
Green Peter Lake_01158878,9,810000,,6310,6310,0,6310,0,163,2020,6/11/2020,Yes
Lake of the Woods_01161601,1,90000,,6310,6310,0,6310,0,163,2020,6/11/2020,#N/A
Paulina Lake_01147502,49,4410000,,6310,6310,0,6310,0,163,2020,6/11/2020,#N/A
Sturgeon Lake_01127681,21,1890000,,6310,6310,0,6310,0,163,2020,6/11/2020,Yes
Fern Ridge Lake_01120678,180,16200000,,6310,570164,563855,85889,135702,162,2020,6/10/2020,Yes
Summer Lake_01150595,954,85860000,,6310,1819702,1813392,605014,394678,160,2020,6/8/2020,#N/A
Goose Lake_00224325,3066,275940000,,6310,1976971,1970661,374420,218589,160,2020,6/8/2020,#N/A
Howard Prairie Lake_01158895,41,3690000,,6310,1169500,1163191,270470,359286,160,2020,6/8/2020,#N/A
Malheur Lake_01123710,107,9630000,,6310,1018592,1012282,222575,221282,160,2020,6/8/2020,#N/A
Swamp Lake_01127802,38,3420000,,6310,554626,548316,82912,147174,160,2020,6/8/2020,#N/A
Lake Abert_01116755,1251,112590000,,6310,937562,931253,72161,163140,160,2020,6/8/2020,#N/A
Upper Klamath Lake_01151685,2484,223560000,,6310,1342766,1336456,62935,106273,160,2020,6/8/2020,#N/A
Hart Lake_01121637,301,27090000,,6310,420727,414417,49797,88795,160,2020,6/8/2020,#N/A
Warm Springs Reservoir_01128656,75,6750000,,6310,432514,426204,44484,79421,160,2020,6/8/2020,#N/A
Crump Lake_01119601,320,28800000,,6310,387258,380948,33477,53056,160,2020,6/8/2020,#N/A
Drews Reservoir_01141243,149,13410000,,6310,496592,490283,19908,55759,160,2020,6/8/2020,#N/A
Beulah Reservoir_01117569,64,5760000,,6310,135519,129209,10832,21888,160,2020,6/8/2020,#N/A
Alkali Lake_01116863,29,2610000,,6310,6310,0,6310,0,160,2020,6/8/2020,#N/A
Cold Springs Reservoir_01119125,32,2880000,,6310,6310,0,6310,0,160,2020,6/8/2020,Yes
Gerber Reservoir_01121105,124,11160000,,6310,6310,0,6310,0,160,2020,6/8/2020,#N/A
Renner Lake_00267175,20,1800000,,6310,6310,0,6310,0,160,2020,6/8/2020,#N/A
Summer Lake_01150595,186,16740000,,6310,1137628,1131318,606195,281799,159,2020,6/7/2020,#N/A
Davis Lake_01140666,93,8370000,,6310,2269866,2263556,196887,456181,159,2020,6/7/2020,#N/A
Howard Prairie Lake_01158895,11,990000,,6310,654637,648327,113097,200063,159,2020,6/7/2020,#N/A
Goose Lake_00224325,33,2970000,,6310,586138,579829,109331,204765,159,2020,6/7/2020,#N/A
Lake Abert_01116755,876,78840000,,6310,1018592,1012282,74155,158065,159,2020,6/7/2020,#N/A
Drews Reservoir_01141243,62,5580000,,6310,242103,235794,44815,60032,159,2020,6/7/2020,#N/A
Swamp Lake_01127802,18,1620000,,6310,164437,158128,43091,65036,159,2020,6/7/2020,#N/A
